ID1,ID2,EdgeType,Score,Annotation
7022,7023,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
7039,7040,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
7039,7044,MS1 annotation,3.000,[2M+Na]+ [M-H2O+H]+ dm/z=299.1136
7039,7040,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9925
7052,7054,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9290
7052,7057,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
7067,7070,MS1 annotation,4.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9924
7067,7072,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
7095,7097,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
7101,7108,MS1 annotation,3.000,[M+NH4]+ [M+K]+ dm/z=20.9285
7101,7107,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9731
7107,7108,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
7306,7307,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
7327,7332,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9739
7327,7330,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9819
7330,7332,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9557
7411,7413,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9816
7428,7429,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
7433,7436,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9819
7450,7451,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9820
7450,7454,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9559
7450,7452,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0267
7451,7454,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9739
7451,7452,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
7452,7454,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9291
7463,7466,MS1 annotation,4.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0375
7463,7464,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
7464,7466,MS1 annotation,4.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9929
7501,7502,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
7514,7515,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
7519,7520,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9925
7519,7522,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9820
7527,7528,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
7538,7540,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9736
7538,7539,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
7539,7543,MS1 annotation,4.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0268
7539,7540,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9286
7540,7543,MS1 annotation,4.000,[2M+2H]+2 [M+K]+ dm/z=37.9554
7627,7628,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9814
7641,7642,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
7657,7662,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
7657,7658,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
